listing_id,listing_url,host_id,description,host_name,DISTRICTE,latitude,longitude,minimum_nights,last_review,calculated_host_listings_count,availability_365,NUMERO_REGISTRE_GENERALITAT,Tipo,TipoDescripcion,CODI_DISTRICTE,CODI_BARRI
8614,https://www.airbnb.com/rooms/725937583316693543,370718107,"A nice three bedrooms apartment by the beach<br /><br /><b>The space</b><br />A nice three bedrooms apartment by the beach. The apartment Villa Olimpica beach is located on the 5th floor of a building with elevator.  <br />The living room consists of a comfortable sofa in front of a flat-screen TV. You will also have table with 7 chairs, where you will be able to get together for a sunny breakfast or surfing on the internet with the high speed WIFI connection.  <br />To cook your meals and satisfy your budget saving systematic restaurant expenses, you have a fully equipped kitchen, coffee maker, microwave, oven, stove, and toaster.  <br />The apartment has 3 bedrooms. The first have one double beds and numerous storage spaces, the second have one double bed and one single bed. The third two single beds.  <br />Finally the bathroom consists of a shower, toilet and sink, ideal to get prepared before you go out to discos near the Olympic Port or before attacking the visits of the many mon",Alexandre,SANT MARTÍ,41.3906641,2.1911851,1,2022-12-10,42,301,HUTB-002883,2,Con Licenia,10,68.5
8619,https://www.airbnb.com/rooms/726490104136019461,370718107,"Large duplex who can accommodate 8 people<br /><br /><b>The space</b><br />Welcome to my large duplex who can accommodate 8 people! Ideally located a few minutes walk from the Sagrada Familia but also from Avenida Gaudi where you will find many restaurants. Enter directly into the living room with a fully equipped kitchen to make your meals.Meals that you can enjoy around a large glass table that can accommodate all your guests.The living room is also composed of a double sofa bed, an armchair and some seats. There is a big Smart TV (Netflix, Internet). The living room opens onto a small patio with an outdoor area. A first bedroom with a double bed , another TV and bathroom en suite (shower, toilet) is in the continuity of the living room. On the first floor in mezzanine a bed drawer will welcome two people.  <br />Always upstairs a last bedroom with double bed and a second full bathroom with shower. We can use an extra bed in the main room for a child if necessary. The apartment is eq",Alexandre,EIXAMPLE,41.4009851,2.1756318,1,2022-12-04,42,346,HUTB-003054,2,Con Licenia,2,7.5
8621,https://www.airbnb.com/rooms/726491789782237684,370718107,"A luxury loft for 6 guests by Plaza España<br /><br /><b>The space</b><br />A luxury loft for 6 guests by Plaza España.  <br />Our Loft Mirò is the ideal apartment for travellers who wish to stay in a luxury apartment.  <br />The space has been completely designed, providing maximum comfort during your stay in Barcelona. The sweet tones in the decoration, the furniture, consisting of a mix of contemporary and traditional, create a unique, warm and discreet atmosphere.  <br />The large bright living room, consists in a sitting - dining room with sofa bed, plasma TV and of course a table for six. From this room you have access to a private terrace with a large garden furniture for relaxing moments after a day of sightseeing in the streets of the city.  <br />The open space kitchen, ultra-modern, is fully equipped, you will find the necessary items to cook and enjoy meals, cocktails, during your stay.  <br />Our loft has two bedrooms, both with queen size bed. There is also two bathrooms,",Alexandre,EIXAMPLE,41.3790368,2.1464633,1,2022-12-08,42,330,HUTB-005282,2,Con Licenia,2,7.5
8622,https://www.airbnb.com/rooms/726493281080908772,370718107,"80 square meters apartment with three double bedrooms<br /><br /><b>The space</b><br />Beautiful apartment of 80 square meters, with three double bedrooms and capacity for up to 8 people. <br />It is located 300 m from the 'Verdaguer' metro station in a residential and central area, ideal for families. <br />A large living / dining room bathed in light with a modern decoration.  <br />Composed of a sofa bed and a television screen, a large dining table.  <br />Do you like to cook? You will love spending time in the kitchen. Well equipped, all appliances are modern and easy to use.  <br />The apartment has a total of 3 double bedrooms and two bathrooms.  <br />Equipped with central heating, air conditioning, internet access (WiFi).  <br />-GROUP UNDER 25 YEARS OLD ARE NOT AUTHORIZED-We ask you to respect the tranquility of the neighborhood if not the Barcelona authorities have the right to retain the whole security deposit-Smoking inside the apartment is forbidden, it could be entitled ",Alexandre,GRÀCIA,41.401688539,2.168432505,1,2022-11-27,42,349,HUTB-008132,2,Con Licenia,6,30.0
8623,https://www.airbnb.com/rooms/726494998633859958,370718107,<b>License number</b><br />HUTB-000229,Alexandre,GRÀCIA,41.3999286,2.1584642,1,2022-11-27,42,339,HUTB-000229,2,Con Licenia,6,30.0
8659,https://www.airbnb.com/rooms/731738187480475485,370718107,"A nice suite apartment for a relaxing stay in this wonderful area of Barcelona, Gracia<br /><br /><b>The space</b><br />A nice suite apartment for a relaxing stay in this wonderful area of Barcelona, Gracia. Your flat is elegantly decorated with a beamed ceiling and exposed brick wall, typical of old Barcelona apartments.  <br />The kitchen is next to the dining room.  <br />The bedroom can be accessed from the lounge.  <br />Although it is located on the 5th floor, it has nice views and very quite! There is a lift we do not recommend to use, be careful not to place anything against the walls of the elevator otherwise it will block for safety reasons.  <br />You are just steps from Travesera de Gracia, a major street in the Gracia neighborhood and have a wide range of shops and small bars. Less than 10 minutes from the famous Paseo de Gracia where you can visit La Pedrera and Casa Batlló. In the vicinity of the property is the Plaza de la Vila de Gracia with its imposing clock tower, a",Alexandre,GRÀCIA,41.4002898,2.1624783,1,2022-12-05,42,346,HUTB-001027,2,Con Licenia,6,30.0
8697,https://www.airbnb.com/rooms/725914055445645040,370718107,"A beautiful two bedrooms apartment for 6 people near the Sant Antoni Market<br /><br /><b>The space</b><br />A beautiful two bedrooms apartment for 6 people near the Sant Antoni Market. Our two bedrooms apartment well decorated and cosy, perfect place for your stay in the center of Barcelona.  <br />You will find a nice full equipped kitchen and a dinning room area with chairs and table.  <br />There are two double beds in each bedrooms, tastefully decorated like the rest of our apartment. Finally you can enjoy the bathroom with shower. The district of Sant Antoni Paralelo, is a good compromise if you want be close to the Ramblas and to the Fira in Plaza España. You are in the theater district, Apolo, Molino and many others and can find everything you need at your fingertips. The area is very well served by public transportation: metro L2 and L3 and you even have the bus that will take you directly to the beach.  <br />-GROUP UNDER 25 YEARS OLD ARE NOT AUTHORIZED. -We ask you to respec",Alexandre,EIXAMPLE,41.3756402,2.1623021,1,2022-11-28,42,354,HUTB-001521,2,Con Licenia,2,7.5
8698,https://www.airbnb.com/rooms/725915522922045930,370718107,"Sunny apartment with terrace in the new famous district of Poble Sec<br /><br /><b>The space</b><br />Sunny apartment with terrace in the new famous district of Poble Sec.  <br />Welcome in this big studio with a stunning terrace. Perfect for two adults and one child. The apartment is composed of an open space with a double sofa bed and one single bed. There is a flat screen Smart TV with Netflix. You will enjoy the nice furniture and recently renovated wooden parquet.  <br />From the salon you will have a direct access to the terrace with a Greek inspirations. No better place to enjoy a nice sangria looking at the Montjuic views after a day sightseeing. The separate kitchen is fully equipped to prepare all your meals. One bathroom with shower.  <br />There is a Wifi connection and air conditioning in the salon. Poble Sec is the new famous district of Barcelona. Just 15 minutes walking from Plaza Catalunia, 10 minutes from the Rambla and very close by Montjuic. You will find plenty of ",Alexandre,SANTS-MONTJUÏC,41.3738643,2.1678005,1,2022-11-14,42,332,HUTB-002740,2,Con Licenia,3,14.5
8699,https://www.airbnb.com/rooms/725918206702306552,370718107,"A nice apartment few minutes away from the Sagrada Familia<br /><br /><b>The space</b><br />A nice 3 bedrooms apartment few minutes away from the Sagrada Familia. This large apartment is located on the 3th floor of a building with elevator. The living room is spacious with a doble sofa-bed, Smart TV and a dining area with table and chairs. The atmosphere is very pleasant thanks to all the light coming through the windows doors, and the balconies. The open kitchen connected to the living room is equipped with fridge / freezer, gas hob, oven, microwave….  <br />There are three double bedrooms with large wardrobe, on of them has a TV. Two complete bathroom.  <br />For your comfort, the apartment is equipped with Internet access, a washing machine, dryer and air conditioning in all rooms. We are in the heart of the residential area of Barcelona, the cradle of modernism, just off the famous Avenida Gaudi, one of the most pleasant half pedestrian avenues of the city. Surrounded by the most b",Alexandre,EIXAMPLE,41.4074597,2.174247,1,2022-11-20,42,314,HUTB-009170,2,Con Licenia,2,7.5
8700,https://www.airbnb.com/rooms/725919427356195894,370718107,"Welcome to my apartment located close by the iconic Sagrada Familia<br /><br /><b>The space</b><br />Welcome to my apartment located close by the iconic Sagrada Familia. The apartment is ideally located to discover Barcelona. You are only 5 minutes away from the metro stations Sagrada Familia and Sant Pau. A good restaurant? Go down the street, you are on Avenida Gaudi with its pedestrian street and its many terraces. Relax in the large living / dining room, which includes an armchair, a sofa and a table for 6 guests. The independent kitchen is fully equipped. My apartment has 3 double bedrooms. The first large and bright, includes a large double bed but also a desk if you have to work. The second, with a touch of oriental decoration, is equipped with two single beds. Finally you will find a double bed in the third bedroom.Many closets and storage allow you to undo your suitcase. Before leaving to discover the city early in the morning, take a good invigorating shower. The apartment is",Alexandre,EIXAMPLE,41.406009962,2.176854642,1,2022-12-11,42,334,HUTB-002557,2,Con Licenia,2,7.5
