listing_id,listing_url,host_id,description,host_name,DISTRICTE,latitude,longitude,minimum_nights,last_review,calculated_host_listings_count,availability_365,NUMERO_REGISTRE_GENERALITAT,Tipo,TipoDescripcion,CODI_DISTRICTE,CODI_BARRI
2760,https://www.airbnb.com/rooms/21721154,158023606,"Enjoy a dream vacation in this beautiful and comfortable apartment with terrace and lovely balconies. <br /><br />Its lovely decoration and small details will welcome you to a great stay in Barcelona. The wonderful sunny terrace will become your favorite place thanks to its sun beds, table, sofa, chairs and various bamboos that add a tropical touch. <br /><br />This  apartment is perfect for two families who want to share their vacation,  but at the same time have privacy. With two completely independent  spaces, each with its own kitchen. Ideal for large families or a group of friends, it can accommodate 12 people.<br /><br />Additional Information:<br />- Beautiful gallery with swing and chairs <br />- Dining room for 10 people <br />- Rain shower in each bathroom <br />- 2 water heaters (200 L and 150 L) <br />- Surround sound in living room <br />- USB connectors in the living roomImportant: <br />-Parties in the apartment are strictly not permitted.<br />-It is very important to r",Habitat Apartments,EIXAMPLE,41.38604,2.16743,1,2022-11-27,137,172,HUTB-006833,2,Con Licenia,2,7.5
2761,https://www.airbnb.com/rooms/21721170,158023606,"The Carders apartment in Barcelona is located in the Born area, near Picasso Museum and the stunningly-reformed Santa Catarina market. It just 5-minutes walk from the Cathedral and Plaza Catalunya. This is a fantastic apartment with 2 large double bedrooms and a very spacious living area with double sofa bed. There is also a pretty balcony that comes from the living room. The apartment contains all the necessary amenities to relax and enjoy your stay in Barcelona. Additional Information:Parties in the apartment are strictly not allowed. It is very important to respect the noise level (people, music) during the whole stay.  <br /><br />COVID-19 prevention:<br />Habitat Apartments complies with the Cleaning and Security protocols contained in the Order of the Ministry of Health SND/399/020, of May 9 regarding COVID-19. These protocols regulate:<br /> 1) The cleaning to be carried out in the apartments with appropriate products, replacement and cleaning of textiles.<br /> 2) The security ",Habitat Apartments,CIUTAT VELLA,41.3878,2.17951,1,2022-11-19,137,154,HUTB-002957,2,Con Licenia,1,2.5
2763,https://www.airbnb.com/rooms/21722004,158023606,"This modern apartment in Barcelona, located in the heart of the Eixample district of Barcelona, has been fully renovated and offers 3 double bedrooms, 2 bathrooms, a large living room and a beautiful sunny gallery with views of Diputación Street and the Rambla de Catalunya, one of the most exclusive streets in the city. The apartment comes fully equipped with all the amenities needed to make your stay comfortable and has a fully equipped kitchen. It’s located in the Habitat Apartments Rambla Deluxe building, along with Rambla Deluxe B. Additional Information:- There is a concierge in the building.  <br /><br />COVID-19 prevention:<br />Habitat Apartments complies with the Cleaning and Security protocols contained in the Order of the Ministry of Health SND/399/020, of May 9 regarding COVID-19. These protocols regulate:<br /> 1) The cleaning to be carried out in the apartments with appropriate products, replacement and cleaning of textiles.<br /> 2) The security and prevention measures o",Habitat Apartments,EIXAMPLE,41.39049,2.16635,1,2022-11-24,137,148,HUTB-003297,2,Con Licenia,2,7.5
2764,https://www.airbnb.com/rooms/21721285,158023606,"This apartment has 1 bedroom with double bed and 2 with two single beds in each, a luminous living-room, completely equipped kitchen and a bathroom with shower and a toilet. <br />It can accommodate up to 6 guests, ideal for families or groups of friends wanting to enjoy the sea and the city. ADDITIONAL INFORMATION: <br />- Monthly rental apartment. Minimum stay of 31 nights. <br />- Utilities are NOT INCLUDED. Approximate €200/month. <br />- Cleaning is NOT INCLUDED in the price. The final cleaning €90.<br /><br /><b>The space</b><br />(You can order the cleaning service with an extra charge). ABOUT THE DEPOSIT IN CASE OF DAMAGE:- 31 nights stay : 25% of the month. <br />- Between 2 to 4 months: 50% of the month. <br />- + 4 months: 1 month.- To access the bathroom there is a 20 cm high step. <br />- Parties in the apartment are strictly not allowed. <br />- It is very important to respect the noise level (people, music) during the whole stay.   <br /> <br />COVID-19 prevention: <br /",Habitat Apartments,CIUTAT VELLA,41.38312,2.18906,1,2022-09-05,137,330,HUTB-003959,2,Con Licenia,1,2.5
2765,https://www.airbnb.com/rooms/21721286,158023606,"This modern apartment in Barcelona features 3 bedrooms:  <br />-2 double bedrooms with ensuite bathroom and balcony overlooking the street <br />-1 cosy single bedroom.<br /><br /><b>The space</b><br />The common area is composed of a fully equipped kitchen, a dining room for 6 people, comfortable lounge and balconies with view to Les Jardines de la Torre de les Aigües (small park). <br /> <br />You can also find third complete bathroom. <br /> <br />This apartment is highly recommended for families or a group of friends who are looking for the perfect holiday apartment.  It is located in central and quiet neighbourhood surrounding by amazing cafes and restaurants. <br /> <br />Additional Information: <br />-There are stairs before reaching the elevator   <br /> <br />COVID-19 prevention: <br />Habitat Apartments complies with the Cleaning and Security protocols contained in the Order of the Ministry of Health SND/399/020, of May 9 regarding COVID-19. These protocols regulate: <br /> 1",Habitat Apartments,EIXAMPLE,41.39464,2.16862,1,2022-10-08,137,138,HUTB-009091,2,Con Licenia,2,7.5
2766,https://www.airbnb.com/rooms/21722008,158023606,"Apartment in Barcelona ideal for a relaxing holiday away from the noise of the city center with all the necessary amenities and easy access to public transport. Its lovely terrace will become the ideal place to relax after a day of sightseeing.<br /> <br /> Elegant details in its decoration and modern amenities will welcome you to a great stay in the city. It has one double bedroom and one complete bathroom with shower, a perfect choice for a couple or small family.<br /> <br /> In one open space there is: a living room with double sofa bed, dining area, & fully equipped open kitchen. Terrace with table and chairs. Additional Information:<br />-High Speed WIFI Network SystemNote:There are -+20 stairs before reaching the elevatorFind useful information about ADN Apartments area, discover great places to visit during your stay, where to eat and where to go for a drink!  <br /><br />COVID-19 prevention:<br />Habitat Apartments complies with the Cleaning and Security protocols contained in",Habitat Apartments,SANTS-MONTJUÏC,41.37637,2.14617,1,2022-11-23,137,174,HUTB-010253,2,Con Licenia,3,14.5
2767,https://www.airbnb.com/rooms/21722021,158023606,"Apartment in Barcelona ideal for a relaxing holiday away from the noise of the city center with all the necessary amenities and easy access to public transport. It’s beautiful terrace is the ideal place to relax after a day of sightseeing.<br /> <br />It has elegant details in its decoration and the modern amenities will allow you to have a great stay in the city. Adn 41 has three double bedrooms, two bathrooms with shower and a comfortable living room with double sofa bed, dining room and fully equipped kitchenette.<br /><br />There is also a lovely terrace with table and chairs. Its beautiful terrace will become the ideal place to relax after a day of sightseeing. You can sunbathe on its sun loungers on summer days or enjoy a nice outdoor dinner. Additional Information:<br />-High Speed WIFI Network SystemNote: There are -+20 stairs before reaching the elevatorFind useful information about ADN Apartments area, discover great places to visit during your stay, where to eat and where to",Habitat Apartments,SANTS-MONTJUÏC,41.37593,2.14592,1,2022-11-16,137,135,HUTB-010247,2,Con Licenia,3,14.5
2768,https://www.airbnb.com/rooms/21722033,158023606,"Enjoy a great stay Barcelona with all the necessary services and amenities for a perfect sleep. Paseo de Gracia B is an apartment with a unique location. It is in one of the most important avenues of the city: Paseo de Gracia. You will find here the most prestigious shops, restaurants and bars in the city.<br /> <br /> The apartment has large windows that make it very bright and fresh, you will relax in a spacious TV room on one of its comfy couches or having a meal in the dining room suitable for 6 people. It has two bedrooms: one double room with double bed and a twin room with two beds - both with convenient wardrobes. Bathroom with shower.<br /> <br /> Fully equipped kitchen, ideal for cooking delicious meals inspired by Catalan cuisine.<br /> <br /> Paseo de Gracia B is perfect for up to 5 people. Additional informationView Paseo de Gracia B apartment in Online Press Next Stop Barcelona<br />Paseo de Gracia B is in the same floor as Paseo de Gracia A  <br /><br />COVID-19 preventi",Habitat Apartments,EIXAMPLE,41.39161,2.16476,1,2022-11-30,137,107,HUTB-000447,2,Con Licenia,2,7.5
2769,https://www.airbnb.com/rooms/21722053,158023606,"Blanca 4 apartment is ideal for a relaxing holiday away from the noise of the city center. With easy access to public transport.  <br /> <br />The predominant white color all over the place, small details in its decoration and modern amenities including will welcome you to an unforgettable stay. His lovely balconies will become the ideal place to spend the afternoon and relax after a day of sightseeing. <br /> <br />It has two bedrooms, each with double bed and large closet. The first room with balcony overlooking the street Riera Blanca. One bathroom with shower. <br /> <br />Large living room with double sofa bed, dining for 6 and a fully equipped open kitchen. Balcony with table and chairs and small balcony in front of the kitchen.  <br /> <br />Additional Information:-Smart TV <br />-Balconies with table and chairs <br />-High Speed WIFI Network System <br /> <br />NOTE: There is parking nearby, only 100 meters from the apartment   <br /> <br />COVID-19 prevention: <br />Habitat Ap",Habitat Apartments,SANTS-MONTJUÏC,41.3718,2.12747,1,2022-11-25,137,168,HUTB-005977,2,Con Licenia,3,14.5
2770,https://www.airbnb.com/rooms/21722081,158023606,"Recline on the basket chairs of the rooftop terrace to a jazz-singer mural backdrop. The sun-filled apartment continues the theme, with outsize black-and-white pictures of musicians and venues, plus bold floor lighting and a private balcony.<br /><br /><b>License number</b><br />HUTB-011342",Habitat Apartments,EIXAMPLE,41.41073,2.17629,1,2022-12-02,137,178,HUTB-011342,2,Con Licenia,2,7.5
2771,https://www.airbnb.com/rooms/21721306,158023606,"Enjoy a comfortable stay in this beautiful apartment with lovely balconies. It is located on Enric Granados Street, just a few minutes away from Rambla Catalunya and Paseo de Gracia, one of the most exclusive areas of the city. The apartment comfortably sleeps 6 people. It features 1 bedroom with double bed, one with 2 single beds and also a double sofa bed in the living room. As well as this, there is a fully equipped kitchen, a bathroom with bath tub and shower and a spacious living room.  <br /> The apartment features lovely balconies that fill the apartment with natural light. Additional Information: <br />-  There are stairs before reaching the elevator-  Parties in the apartment are strictly not allowed.-  It is very important to respect the noise level (people, music) during the whole stay.-  The perfect choice for families or groups of friends (Preference Age: over 24 years).    <br /> <br />COVID-19 prevention: <br />Habitat Apartments complies with the Cleaning and Security p",Habitat Apartments,EIXAMPLE,41.39408,2.15622,1,2022-09-10,137,183,HUTB-011310,2,Con Licenia,2,7.5
2772,https://www.airbnb.com/rooms/21722082,158023606,"Pedrera Suites Apartment is an exclusive accommodation in Barcelona, with all the amenities included for an unforgettable time in the city. <br /><br />It has a strategic location on the Rambla Catalunya, just few steps from La Pedrera, one of Gaudi's masterpieces.<br /> <br /> The apartment offers two double bedrooms, the first one with a double bed and ensuite bathroom. The second one with twin beds. Right in front is another bathroom with shower.<br /> <br /> It has a pleasant dining room with windows overlooking Rambla Catalunya, it includes a double sofa bed, dining for 6 and a fully equipped open kitchen with a sliding door.<br /> <br /><br /> <br />  <br /><br />COVID-19 prevention:<br />Habitat Apartments complies with the Cleaning and Security protocols contained in the Order of the Ministry of Health SND/399/020, of May 9 regarding COVID-19. These protocols regulate:<br /> 1) The cleaning to be carried out in the apartments with appropriate products, replacement and cleaning ",Habitat Apartments,EIXAMPLE,41.39458,2.16109,1,2022-11-05,137,189,HUTB-009885,2,Con Licenia,2,7.5
2773,https://www.airbnb.com/rooms/21721312,158023606,"Bruc Terrace is an ideal apartment for families or a group of friends. It can accommodate up to 6 people. Its balconies and large terrace make it a space full of natural light.<br /><br /> Bruc Terrace features two double bedrooms: The first one has a 180cm bed and ensuite bathroom with shower and the second one has a 150 cm bed. Both rooms have direct access to the terrace with two small tables and chairs.<br /> <br /> The common area has two balconies that illuminate the entire area, it consists of a dining room for 6 people and a spacious living room with 1 double sofa bed, two sofas, coffee table, TV and DVD. Just next door is the fully equipped kitchen, a laundry room, a storage room special to store suitcases and a bath with shower.<br /> <br /> Additional Information:<br /> -1 Room with fitted storage<br /> -Wi-Fi with  Fiber-Optic broadband connections Internet - 30 Gigabits  <br /><br />COVID-19 prevention:<br />Habitat Apartments complies with the Cleaning and Security protoc",Habitat Apartments,EIXAMPLE,41.39224,2.17217,1,2022-11-30,137,136,HUTB-004886,2,Con Licenia,2,7.5
2774,https://www.airbnb.com/rooms/21722085,158023606,"Blanca 2 apartment is ideal for a relaxing holiday away from the noise of the city center.  All amenities included and easy access to public transport. <br /><br />The predominant white color all over the place, small details in its decoration and modern amenities including will welcome you to an unforgettable stay. His lovely balconies will become the ideal place to spend the afternoon and relax after a day of sightseeing.<br /><br />It has two bedrooms, each with double bed and large closet. The first room with balcony overlooking the street Riera Blanca. One bathroom with shower and bathtub.<br /><br />Large living room with double sofa bed, dining for 6 and a fully equipped open kitchen. Balcony with table and chairs.<br /><br />Additional Information:<br /><br />-Smart TV<br />-Balconies with table and chairs<br />-High Speed WIFI Network System<br /><br />NOTE: There is parking nearby, only 100 meters from the apartment  <br /><br />COVID-19 prevention:<br />Habitat Apartments co",Habitat Apartments,SANTS-MONTJUÏC,41.37296,2.1288,1,2022-12-03,137,184,HUTB-005974,2,Con Licenia,3,14.5
2776,https://www.airbnb.com/rooms/21721317,158023606,"The Pedrera apartment in Barcelona is situated in Rambla Catalunya, a smart boulevard lined with boutiques and outdoor cafés.  Fashionably decorated throughout, It can comfortably accommodate 5 people. This modern and stylish apartment is extremely well lit. It features a large window in the lounge which has a sliding partition door separating it from the bedroom. It has all brand new modern amenities including a fully equipped kitchen. This apartment is perfect for a family or group of friends.   <br /><br />COVID-19 prevention:<br />Habitat Apartments complies with the Cleaning and Security protocols contained in the Order of the Ministry of Health SND/399/020, of May 9 regarding COVID-19. These protocols regulate:<br /> 1) The cleaning to be carried out in the apartments with appropriate products, replacement and cleaning of textiles.<br /> 2) The security and prevention measures of the staff of Habitat Apartments and of our clients.<br /> 3) The necessary information to our clients",Habitat Apartments,EIXAMPLE,41.39256,2.16068,1,2022-11-17,137,160,HUTB-010616,2,Con Licenia,2,7.5
2777,https://www.airbnb.com/rooms/21722097,158023606,"This large apartment in Barcelona is housed in a 19th-century building located in the heart of the popular & bustling downtown area of the Gothic Quarter. The style of the apartment is modern, with exclusive classic details. We have taken care with every detail in order to ensure our clients have the most comfortable stay possible. This apartment is located in the same building as Art 2 and Art 3 apartments   <br /><br />COVID-19 prevention:<br />Habitat Apartments complies with the Cleaning and Security protocols contained in the Order of the Ministry of Health SND/399/020, of May 9 regarding COVID-19. These protocols regulate:<br /> 1) The cleaning to be carried out in the apartments with appropriate products, replacement and cleaning of textiles.<br /> 2) The security and prevention measures of the staff of Habitat Apartments and of our clients.<br /> 3) The necessary information to our clients about the competent regulations to fulfill. <br /><br />City tax:<br />4,40 € per night a",Habitat Apartments,CIUTAT VELLA,41.37923,2.17538,1,2022-11-27,137,186,HUTB-001509,2,Con Licenia,1,2.5
2778,https://www.airbnb.com/rooms/21722132,158023606,"This modern  comfortable apartment in carrer Balmes is ideal for a stay in Barcelona. Located near the Passeig de Gracia it has all the amenities needed for a comfortable and pleasant stay. Its location is very convenient as it provides quick access to all city attractions. A few minutes walk to the north is the touristic heart of Barcelona (Ciutat vella, Gothic Quarter, Las Ramblas ...), which will ensure that you can see lots of the sites without having to use public transport. With its two balconies, you will be able to enjoy a beautiful view of Barcelona after an exhausting day visiting the city. Fully furnished and equipped, it is designed to make your stay as convenient as possible, and also gives you the ability to cook your own meals should you desire. <br /><br />City tax:<br />2.4750 € per night and person will be added to the total price.<br /> - The city tax will apply to a maximum of 7 nights.<br /> - The city tax does not apply to those under 17 years.<br /><br /> Size: 7",Habitat Apartments,EIXAMPLE,41.39338,2.1593,1,2022-11-11,137,143,HUTB-006835,2,Con Licenia,2,7.5
2779,https://www.airbnb.com/rooms/21722138,158023606,"Enjoy a comfortable stay in this beautiful apartment with lovely  balconies and a nice terrace. <br /><br />It is located on Enric Granados Street,  just a few minutes away from Rambla Catalunya and Paseo de Gracia, one  of the most exclusive areas of the city. The apartment comfortably sleeps 6 people with 1 bedroom with double bed, one with 2 single beds and also a double sofa bed in the living room. As well as this there is a fully equipped kitchen, a bathroom with bath tub and shower and a spacious living room. <br /><br />The apartment features lovely balconies that fill the apartment with natural light Additional Information:-  There are stairs before reaching the elevator-       Parties in the apartment are strictly not allowed.-       It is very important to respect the noise level (people, music) during the whole stay.-       The perfect choice for families or groups of friends (Preference Age: over 24 years).   <br /><br />COVID-19 prevention:<br />Habitat Apartments complies",Habitat Apartments,EIXAMPLE,41.39205,2.1547,1,2022-11-05,137,193,HUTB-008823,2,Con Licenia,2,7.5
2780,https://www.airbnb.com/rooms/21722153,158023606,"This cozy apartment is ideal for a relaxing holiday away from the noisy city center with close to public transport. Its includes two double bedrooms, one with double bed and the other with two single beds. Living room with double sofa bed, dining room, fully equipped open kitchen.<br />- To access the second room it is necessary to go through the bathroom.<br />- There are -+20 stairs before reaching the elevator.<br />- The tourist tax is 4.40€ each adult (17y.o. or over) and night (up to 7 nights).<br /><br /><b>License number</b><br />HUTB-010249",Habitat Apartments,SANTS-MONTJUÏC,41.37598,2.14514,1,2022-10-21,137,171,HUTB-010249,2,Con Licenia,3,14.5
2781,https://www.airbnb.com/rooms/21722173,158023606,"This large apartment is elegantly decorated and retains some of its  original 19th-century features. The apartment is located right in the  heart of the Gothic Quarter, a few minutes walk to Las Ramblas and the  beautiful Plaza Real which is filled with bars and restaurants.<br /><br />Ferran offers five large, tastefully designed bedrooms, some of them facing a  large sunny terrace with a sofa, table and chairs, as well as 3  bathrooms and a large living area. It features a fully equipped kitchen and dining area.<br /><br />Additional Information:<br />- Parties in the apartment are strictly not permitted.<br />- It is very important to respect the noise level (people, music) during the whole stay. The property has a noise monitor on the terrace, does not record, only records and alerts us when the usual noise levels are exceeded.<br />The guest agrees to respect the residents of neighbouring apartments and to avoid causing excessive noise at any point of the day. If the above conditi",Habitat Apartments,CIUTAT VELLA,41.3813,2.17498,1,2022-09-25,137,175,HUTB-001596,2,Con Licenia,1,2.5
2782,https://www.airbnb.com/rooms/21721356,158023606,"Enjoy unforgettable days in this amazing apartment with lovely balconies. <br /><br />It is located on Enric Granados Street, just a few minutes away from Rambla Catalunya and Paseo de Gracia, on one of the most exclusive areas of the city.<br /><br />In the apartment sleeps comfortably 4 people. It features 1 bedroom with a double bed, and one with 2 single beds. <br /><br />There is as well a fully equipped kitchen, a bathroom with bath tub and shower, and a spacious living room.<br /><br />Additional Information:<br />- There are stairs before reaching the elevator<br />- Parties in the apartment are strictly not allowed.<br />- It is very important to respect the noise level (people, music) during the whole stay. The property has a noise monitor, does not record, only records and alerts us when the usual noise levels are exceeded.<br />The guest agrees to respect the residents of neighbouring apartments and to avoid causing excessive noise at any point of the day. If the above cond",Habitat Apartments,EIXAMPLE,41.394,2.15482,1,2022-11-30,137,175,HUTB-008824,2,Con Licenia,2,7.5
2783,https://www.airbnb.com/rooms/21721514,158023606,"Ideal apartment for a relaxing holiday away from the noise of the city center with all the necessary amenities and easy access to public transport. It’s lovely terrace will become the ideal place to relax after a day of sightseeing. It has 1 bedroom and 1 complete bathroom with shower. Living room with double sofa bed, dining room, fully equipped kitchen. *There are 20 stairs before reaching the elevator<br />City tax:<br />4.40 € per night and person (apply to those older than 17 years a max. 7 nights).<br /><br /><b>License number</b><br />HUTB-010248",Habitat Apartments,SANTS-MONTJUÏC,41.37424,2.14521,1,2022-11-28,137,170,HUTB-010248,2,Con Licenia,3,14.5
